Controller.Micro850.Micro850.__SYSVA_ABORT_CYCLE	FALSE
Controller.Micro850.Micro850.__SYSVA_CCEXEC	FALSE
Controller.Micro850.Micro850.__SYSVA_CYCLECNT	126073
Controller.Micro850.Micro850.__SYSVA_CYCLEDATE	T#1m29s830ms
Controller.Micro850.Micro850.__SYSVA_FIRST_SCAN	FALSE
Controller.Micro850.Micro850.__SYSVA_KVBCERR	FALSE
Controller.Micro850.Micro850.__SYSVA_KVBPERR	FALSE
Controller.Micro850.Micro850.__SYSVA_MAJ_ERR_HALT	FALSE
Controller.Micro850.Micro850.__SYSVA_POWERUP_BIT	FALSE
Controller.Micro850.Micro850.__SYSVA_PROJ_INCOMPLETE	0
Controller.Micro850.Micro850.__SYSVA_REMOTE	TRUE
Controller.Micro850.Micro850.__SYSVA_RESMODE	3
Controller.Micro850.Micro850.__SYSVA_RESNAME	'CONTROLLER\MICRO850\MICRO850'
Controller.Micro850.Micro850.__SYSVA_SCANCNT	126076
Controller.Micro850.Micro850.__SYSVA_SUSPEND_ID	0
Controller.Micro850.Micro850.__SYSVA_TCYCURRENT	T#0s
Controller.Micro850.Micro850.__SYSVA_TCYCYCTIME	T#0s
Controller.Micro850.Micro850.__SYSVA_TCYMAXIMUM	T#11ms
Controller.Micro850.Micro850.__SYSVA_TCYOVERFLOW	0
Controller.Micro850.Micro850.__SYSVA_TCYWDG	2000
Controller.Micro850.Micro850.__SYSVA_USER_DATA_LOST	FALSE
Controller.Micro850.Micro850._IO_EM_DI_00	FALSE
Controller.Micro850.Micro850._IO_EM_DI_01	FALSE
Controller.Micro850.Micro850._IO_EM_DI_02	FALSE
Controller.Micro850.Micro850._IO_EM_DI_03	FALSE
Controller.Micro850.Micro850._IO_EM_DI_04	FALSE
Controller.Micro850.Micro850._IO_EM_DI_05	FALSE
Controller.Micro850.Micro850._IO_EM_DI_06	FALSE
Controller.Micro850.Micro850._IO_EM_DI_07	FALSE
Controller.Micro850.Micro850._IO_EM_DI_08	FALSE
Controller.Micro850.Micro850._IO_EM_DI_09	FALSE
Controller.Micro850.Micro850._IO_EM_DI_10	FALSE
Controller.Micro850.Micro850._IO_EM_DI_11	FALSE
Controller.Micro850.Micro850._IO_EM_DI_12	FALSE
Controller.Micro850.Micro850._IO_EM_DI_13	FALSE
Controller.Micro850.Micro850._IO_EM_DO_00	FALSE
Controller.Micro850.Micro850._IO_EM_DO_01	FALSE
Controller.Micro850.Micro850._IO_EM_DO_02	FALSE
Controller.Micro850.Micro850._IO_EM_DO_03	FALSE
Controller.Micro850.Micro850._IO_EM_DO_04	FALSE
Controller.Micro850.Micro850._IO_EM_DO_05	FALSE
Controller.Micro850.Micro850._IO_EM_DO_06	FALSE
Controller.Micro850.Micro850._IO_EM_DO_07	FALSE
Controller.Micro850.Micro850._IO_EM_DO_08	FALSE
Controller.Micro850.Micro850._IO_EM_DO_09	FALSE
Controller.Micro850.Micro850._IO_X1_AI_00	5072
Controller.Micro850.Micro850._IO_X1_AI_01	5078
Controller.Micro850.Micro850._IO_X1_AI_02	0
Controller.Micro850.Micro850._IO_X1_AI_03	0
Controller.Micro850.Micro850._IO_X1_ST_00	0
Controller.Micro850.Micro850._IO_X1_ST_01	0
Controller.Micro850.Micro850._IO_X1_ST_02	0
Controller.Micro850.Micro850.ASCII_OUTPUT[1]	0
Controller.Micro850.Micro850.ASCII_OUTPUT[10]	0
Controller.Micro850.Micro850.ASCII_OUTPUT[11]	0
Controller.Micro850.Micro850.ASCII_OUTPUT[12]	0
Controller.Micro850.Micro850.ASCII_OUTPUT[13]	0
Controller.Micro850.Micro850.ASCII_OUTPUT[14]	0
Controller.Micro850.Micro850.ASCII_OUTPUT[15]	0
Controller.Micro850.Micro850.ASCII_OUTPUT[16]	0
Controller.Micro850.Micro850.ASCII_OUTPUT[17]	0
Controller.Micro850.Micro850.ASCII_OUTPUT[18]	0
Controller.Micro850.Micro850.ASCII_OUTPUT[19]	0
Controller.Micro850.Micro850.ASCII_OUTPUT[2]	0
Controller.Micro850.Micro850.ASCII_OUTPUT[20]	0
Controller.Micro850.Micro850.ASCII_OUTPUT[21]	0
Controller.Micro850.Micro850.ASCII_OUTPUT[22]	0
Controller.Micro850.Micro850.ASCII_OUTPUT[23]	0
Controller.Micro850.Micro850.ASCII_OUTPUT[24]	0
Controller.Micro850.Micro850.ASCII_OUTPUT[25]	0
Controller.Micro850.Micro850.ASCII_OUTPUT[26]	0
Controller.Micro850.Micro850.ASCII_OUTPUT[27]	0
Controller.Micro850.Micro850.ASCII_OUTPUT[28]	0
Controller.Micro850.Micro850.ASCII_OUTPUT[29]	0
Controller.Micro850.Micro850.ASCII_OUTPUT[3]	0
Controller.Micro850.Micro850.ASCII_OUTPUT[30]	0
Controller.Micro850.Micro850.ASCII_OUTPUT[31]	0
Controller.Micro850.Micro850.ASCII_OUTPUT[32]	0
Controller.Micro850.Micro850.ASCII_OUTPUT[33]	0
Controller.Micro850.Micro850.ASCII_OUTPUT[34]	0
Controller.Micro850.Micro850.ASCII_OUTPUT[35]	0
Controller.Micro850.Micro850.ASCII_OUTPUT[36]	0
Controller.Micro850.Micro850.ASCII_OUTPUT[37]	0
Controller.Micro850.Micro850.ASCII_OUTPUT[38]	0
Controller.Micro850.Micro850.ASCII_OUTPUT[39]	0
Controller.Micro850.Micro850.ASCII_OUTPUT[4]	0
Controller.Micro850.Micro850.ASCII_OUTPUT[40]	0
Controller.Micro850.Micro850.ASCII_OUTPUT[41]	0
Controller.Micro850.Micro850.ASCII_OUTPUT[42]	0
Controller.Micro850.Micro850.ASCII_OUTPUT[43]	0
